# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 4 787 129 16208 1269
p 2 0 795 125 11350 1173
p 2 0 791 129 11463 1184
p 2 0 796 124 15304 1232
p 2 0 799 121 11196 1175
p 2 2 795 123 15586 1255
p 2 0 802 118 11347 1187
p 2 5 793 122 16640 1280
p 2 0 796 124 11238 1178
p 2 0 796 124 11167 1178
p 2 0 794 126 11847 1176
p 2 6 790 124 17594 1329
p 2 0 797 123 11161 1198
p 2 0 793 127 11913 1200
p 2 6 785 129 17325 1299
p 2 0 795 125 11309 1183
p 2 0 792 128 14308 1204
p 2 0 798 122 11539 1194
p 2 0 800 120 13649 1212
p 2 0 792 128 11187 1191
p 2 0 791 129 11564 1198
p 2 0 789 131 13558 1214
p 2 0 798 122 11215 1184
p 2 0 798 122 11745 1210
i 2 920 0 0 36839 3967
p 2 0 851 69 8808 1077
p 2 0 886 34 11199 1153
p 2 1 875 44 13589 1280
p 2 0 877 43 11084 1148
p 2 0 865 55 11192 1141
p 2 1 846 73 12750 1205
p 2 0 825 95 10950 1110
p 2 0 820 100 10559 1087
p 2 0 828 92 12803 1182
p 2 0 837 83 10753 1118
p 2 0 862 58 10777 1139
p 2 24 858 38 15646 1505
p 2 0 880 40 10993 1165
p 2 0 873 47 10654 1161
p 2 0 892 28 14640 1368
p 2 0 832 88 10756 1130
p 2 0 869 51 10898 1140
p 2 5 805 110 15275 1371
p 2 0 834 86 10883 1116
p 2 0 877 43 10560 1142
p 2 49 813 58 17029 1597
p 2 0 840 80 11054 1131
p 2 0 851 69 11068 1123
p 2 10 852 58 15817 1416
p 2 0 797 123 10989 1122
p 2 0 851 69 11139 1142
p 2 12 837 71 15591 1422
p 2 0 873 47 10666 1160
p 2 0 850 70 11493 1160
p 2 4 877 39 13574 1347
p 2 0 882 38 11334 1177
p 2 0 833 87 11316 1144
p 2 53 836 31 15813 1607
p 2 0 860 60 11270 1154
p 2 0 840 80 11052 1142
p 2 2 873 45 15098 1336
p 2 0 817 103 10396 1103
p 2 0 863 57 11251 1135
p 2 1 872 47 13644 1261
p 2 0 847 73 10890 1120
p 2 0 853 67 10709 1128
p 2 31 812 77 16432 1476
p 2 0 866 54 11339 1159
p 2 0 868 52 11293 1135
p 2 36 839 45 15838 1525
p 2 0 839 81 10906 1115
p 2 0 872 48 11069 1142
p 2 3 867 50 13107 1273
p 2 0 876 44 11137 1153
p 2 0 836 84 11155 1121
i 2 920 0 0 36501 4089
p 2 0 328 592 528 437
p 2 0 335 585 500 445
p 2 0 706 214 16676 1201
p 2 0 502 418 1346 642
p 2 0 308 612 752 422
p 2 0 731 189 15797 1218
p 2 0 488 432 1410 635
p 2 2 735 183 17563 1373
p 2 0 527 393 1600 675
p 2 0 749 171 17764 1399
p 2 0 471 449 1483 633
p 2 1 707 212 15504 1184
p 2 0 466 454 1406 604
p 2 0 347 573 900 475
p 2 0 654 266 14498 1109
p 2 0 500 420 1557 649
p 2 0 249 671 682 377
p 2 0 223 697 550 352
p 2 0 187 733 477 314
p 2 0 151 769 411 281
p 2 0 130 790 380 258
p 2 0 161 759 426 290
p 2 0 104 816 346 234
p 2 0 171 749 426 295
p 2 0 113 807 366 247
p 2 0 160 760 437 283
p 2 0 147 773 397 271
p 2 0 114 806 366 243
p 2 0 147 773 431 276
p 2 0 144 776 422 275
p 2 0 107 813 350 237
p 2 0 114 806 384 245
p 2 0 101 819 321 230
p 2 0 128 792 381 257
p 2 0 136 784 406 266
p 2 0 136 784 383 263
p 2 0 93 827 316 225
p 2 0 146 774 382 270
p 2 0 89 831 293 219
p 2 0 99 821 309 229
p 2 0 111 809 321 235
p 2 0 77 843 269 205
p 2 0 111 809 304 236
p 2 0 97 823 294 227
p 2 0 100 820 316 230
p 2 0 94 826 275 221
p 2 0 168 752 437 291
i 2 920 0 0 40825 3839
p 2 0 902 18 8407 1079
p 2 0 899 21 8867 1079
p 2 0 914 6 8614 1075
p 2 0 911 9 10329 1101
p 2 0 913 7 10031 1100
p 2 0 914 6 10526 1104
p 2 0 916 4 14778 1158
p 2 0 917 3 9489 1103
p 2 1 916 3 11597 1122
p 2 0 916 4 14497 1163
p 2 0 916 4 10092 1100
p 2 0 914 6 11537 1125
p 2 0 918 2 14323 1168
p 2 0 915 5 9854 1104
p 2 0 916 4 12210 1130
p 2 0 917 3 14362 1180
p 2 0 915 5 11205 1114
p 2 0 920 0 9339 1098
p 2 0 919 1 14364 1163
p 2 0 918 2 10214 1112
p 2 0 918 2 10906 1103
p 2 0 918 2 10194 1091
p 2 0 919 1 10187 1097
p 2 0 915 5 12172 1109
p 2 99 820 1 22426 2246
p 2 78 842 0 26826 2317
p 2 78 842 0 27807 2374
p 2 69 851 0 29974 2422
p 2 72 848 0 28108 2348
p 2 90 830 0 30454 2464
p 2 97 823 0 29370 2451
p 2 94 826 0 31555 2523
p 2 111 809 0 29064 2550
p 2 163 757 0 30313 2688
p 2 185 735 0 25276 2717
p 2 182 738 0 21961 2717
p 2 0 890 30 14301 1552
p 2 0 888 32 6109 1197
p 2 0 898 22 6353 1188
p 2 0 886 34 13782 1354
p 2 0 894 26 6272 1165
p 2 0 889 31 6216 1137
p 2 11 877 32 20787 1814
p 2 0 882 38 7614 1229
p 2 1 883 36 15943 1496
p 2 0 890 30 6858 1164
p 2 2 893 25 16605 1529
p 2 0 897 23 7024 1168
p 2 2 890 28 11906 1380
p 2 0 892 28 6283 1144
p 2 1 894 25 11459 1353
p 2 0 891 29 6293 1126
p 2 1 894 25 11243 1295
p 2 0 883 37 6768 1110
p 2 0 887 33 11173 1266
p 2 0 892 28 6266 1089
p 2 0 901 19 6711 1113
p 2 5 887 28 18131 1534
p 2 0 899 21 6607 1139
p 2 0 881 39 7021 1106
p 2 3 902 15 14594 1434
p 2 0 891 29 6699 1114
p 2 0 903 17 6628 1105
i 2 920 0 0 45577 4191
p 2 195 724 1 45693 3129
p 2 181 739 0 47620 3232
p 2 177 742 1 45007 3095
p 2 192 728 0 44515 3295
p 2 152 768 0 43678 3080
p 2 174 746 0 46784 3268
p 2 160 760 0 46315 3071
p 2 179 741 0 47407 3275
p 2 163 757 0 45613 3147
p 2 197 723 0 46423 3260
p 2 164 754 2 45748 3126
p 2 204 716 0 45589 3301
p 2 188 732 0 45039 3218
p 2 196 724 0 48337 3365
p 2 165 755 0 47238 3102
p 2 166 754 0 46835 3227
p 2 184 736 0 43963 3195
p 2 186 734 0 45823 3274
p 2 149 770 1 44206 3070
p 2 179 741 0 46591 3243
p 2 164 756 0 46050 3141
p 2 185 735 0 47946 3235
p 2 185 734 1 46700 3169
p 2 200 720 0 46520 3280
p 2 181 739 0 45372 3153
p 2 155 765 0 48707 3177
i 2 920 0 0 35289 4268
p 2 442 477 1 54588 4218
p 2 353 567 0 65541 4061
p 2 324 596 0 62414 3875
p 2 178 742 0 79834 3293
p 2 86 834 0 62038 2773
p 2 24 896 0 42693 2070
